,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,SalePrice,ExterQual_TA,Foundation_PConc,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA
946,5,1959,1959,1144,1144,1144,1,6,1959.0,1,796,143000,True,False,False,False,True
947,8,2002,2003,1616,1629,1629,2,9,2002.0,3,808,270000,False,True,False,False,False
948,7,2002,2002,936,936,1776,2,7,2002.0,2,474,192500,False,True,False,False,False
949,6,1972,2006,1161,1381,1381,1,5,1972.0,2,676,197500,True,False,False,False,False
950,5,1950,2002,864,864,864,1,5,1980.0,2,720,129000,True,False,False,False,False
951,5,1965,1965,828,965,965,1,6,1979.0,1,300,119900,True,False,False,False,True
952,5,1972,2003,768,768,768,1,5,1974.0,1,396,133900,True,False,False,False,True
953,5,1969,1969,784,1168,1968,2,7,1969.0,2,530,172000,True,False,False,False,True
954,6,1975,1975,945,980,980,2,4,,0,0,127500,True,False,False,False,True
955,6,1946,1950,979,979,1958,2,8,1946.0,2,492,145000,True,False,False,False,True
956,6,1980,1980,561,561,1229,1,5,1980.0,2,462,124000,True,False,False,False,True
957,5,1962,1962,1057,1057,1057,1,6,1977.0,2,576,132000,True,False,False,False,True
958,7,2003,2003,1337,1337,1337,2,6,2003.0,2,531,185000,False,True,False,False,False
959,7,1999,1999,696,696,1416,2,6,1999.0,2,484,155000,False,True,False,False,False
960,5,1958,2008,858,858,858,1,4,,0,0,116500,True,False,False,False,True
961,6,1977,1995,1330,1542,2872,2,11,1977.0,2,619,272000,True,False,False,False,True
962,6,1976,1976,804,804,1548,2,7,1976.0,2,440,155000,True,False,False,False,False
963,9,2007,2007,1800,1800,1800,2,7,2007.0,2,702,239000,False,True,True,True,False
964,7,2002,2003,817,824,1894,2,8,2002.0,2,510,214900,False,True,False,False,False
965,6,2005,2007,783,783,1484,2,8,2005.0,2,393,178900,False,True,False,False,False
966,5,1940,1950,728,976,1308,1,7,1940.0,1,256,160000,False,False,False,False,True
967,5,1955,1955,1098,1098,1098,1,6,1955.0,1,260,135000,True,False,False,False,True
968,3,1910,1950,600,600,968,1,6,,0,0,37900,True,False,False,False,True
969,6,1958,1958,588,1095,1095,1,6,1958.0,1,264,140000,True,False,False,False,True
970,4,1949,1950,720,720,1192,1,6,,0,0,135000,True,False,False,False,True
971,7,2003,2004,764,764,1626,2,6,2003.0,2,474,173000,False,True,False,False,False
972,6,1979,1979,918,918,918,2,5,1979.0,1,264,99500,True,False,False,False,True
973,7,2007,2008,1428,1428,1428,2,6,2007.0,2,480,182000,False,True,False,False,False
974,7,1910,1993,728,1136,2019,1,8,1997.0,2,532,167500,True,False,False,False,False
975,7,2000,2000,673,673,1382,2,6,2000.0,2,490,165000,False,True,False,False,False
976,4,1923,1958,440,869,869,1,4,,0,0,85500,True,True,False,False,False
977,7,2006,2007,1241,1241,1241,1,4,2007.0,2,569,199900,False,True,False,False,False
978,4,1954,1954,894,894,894,1,5,1999.0,2,400,110000,True,False,False,False,True
979,5,1963,1963,1121,1121,1121,1,5,1963.0,2,480,139000,True,True,False,False,True
980,7,1961,2007,944,999,999,1,6,1961.0,2,588,178400,False,False,False,True,False
981,8,1998,1999,1225,1276,2612,2,8,1998.0,3,676,336000,False,True,False,False,False
982,7,2007,2007,1266,1266,1266,2,6,2007.0,2,388,159895,False,True,False,False,False
983,8,2002,2002,1128,1149,2290,2,9,2002.0,2,779,255900,False,True,False,False,False
984,5,1977,1977,0,1302,1734,2,8,1977.0,2,539,126000,True,False,False,False,False
985,5,1950,1950,1164,1164,1164,1,5,1950.0,1,240,125000,True,False,False,False,True
986,6,1910,2003,485,1001,1635,1,5,1950.0,1,255,117000,True,False,False,False,False
987,9,2009,2010,1930,1940,1940,2,8,2010.0,3,606,395192,False,True,True,True,False
988,6,1976,1976,848,1118,2030,2,8,1976.0,2,551,195000,True,False,False,False,False
989,7,2006,2006,770,778,1576,2,6,2006.0,2,614,197000,False,True,False,False,False
990,8,1997,1998,1396,1407,2392,2,7,1997.0,3,870,348000,False,True,False,False,False
991,8,1882,1986,916,916,1742,1,8,1925.0,2,424,168000,False,False,False,False,False
992,6,1964,1993,822,1020,1851,2,7,1964.0,2,440,187000,True,False,False,False,False
993,6,2005,2006,750,750,1500,2,6,2005.0,2,564,173900,True,True,False,False,False
994,10,2006,2007,1700,1718,1718,2,7,2008.0,3,786,337500,False,True,True,True,False
995,4,1946,1950,747,774,1230,1,5,1946.0,1,305,121600,True,False,False,False,True
996,5,1961,1961,1050,1050,1050,1,6,1961.0,1,368,136500,True,False,False,False,True
997,6,1970,1970,1442,1442,1442,2,6,1970.0,2,615,185000,True,False,False,False,True
998,3,1922,1950,1007,1077,1077,1,6,1922.0,1,210,91000,True,False,False,False,True
999,7,2006,2006,1187,1208,1208,2,6,2006.0,2,632,206000,False,True,False,False,False
1000,3,1952,1952,0,944,944,1,4,1956.0,2,528,82000,True,False,False,False,False
1001,5,1920,1950,691,691,691,1,4,1920.0,1,216,86000,True,False,False,True,False
1002,8,2006,2006,1574,1574,1574,2,7,2006.0,3,824,232000,False,True,False,False,False
1003,5,1976,1976,1680,1680,1680,2,8,1976.0,2,528,136905,True,False,False,False,True
1004,7,2005,2006,1346,1504,1504,2,7,2005.0,2,457,181000,False,True,False,False,False
1005,5,1977,1977,985,985,985,2,6,1977.0,1,328,149900,False,False,False,False,True
1006,6,1970,1970,1657,1657,1657,2,7,1970.0,2,484,163500,True,False,False,False,True
1007,4,1970,1970,546,546,1092,1,6,1970.0,1,286,88000,True,False,False,False,True
1008,7,2004,2005,1710,1710,1710,2,7,2004.0,2,550,240000,False,True,True,False,False
1009,5,1926,1950,1008,1008,1522,2,7,,0,0,102000,True,False,False,False,True
1010,5,1948,1950,720,720,1271,2,7,1948.0,1,312,135000,True,False,False,False,True
1011,5,1965,1965,0,1664,1664,2,8,,0,0,100000,True,False,False,False,True
1012,6,1923,1996,602,900,1502,1,7,1923.0,1,180,165000,True,True,False,False,False
1013,5,1910,2006,1022,1022,1022,1,4,1956.0,1,280,85000,True,False,False,False,True
1014,6,1948,1950,1082,1082,1082,1,5,1948.0,1,240,119200,True,False,False,False,True
1015,8,2001,2001,810,810,1665,2,6,2001.0,2,528,227000,False,True,False,False,False
1016,7,1996,1996,1504,1504,1504,2,6,1996.0,2,478,203000,False,True,False,False,False
1017,8,1984,1984,1220,1360,1360,1,4,1984.0,2,565,187500,False,False,False,False,False
1018,7,1991,1992,384,802,1472,2,7,1991.0,2,402,160000,False,True,False,False,False
1019,7,2005,2005,1362,1506,1506,2,6,2005.0,2,440,213490,False,True,False,False,False
1020,4,2005,2005,1132,1132,1132,1,5,2005.0,2,451,176000,True,True,False,False,False
1021,7,2006,2006,1199,1220,1220,2,6,2006.0,2,632,194000,False,True,False,False,False
1022,5,1930,1950,912,912,1248,1,6,1957.0,1,160,87000,True,False,False,False,True
1023,7,2005,2006,1346,1504,1504,2,7,2005.0,2,437,191000,False,True,False,False,False
1024,8,1976,1976,1565,2898,2898,2,10,1976.0,2,665,287000,False,False,False,False,False
1025,5,1972,1972,882,882,882,1,5,1980.0,2,461,112500,True,False,False,False,True
1026,5,1960,1960,1268,1264,1264,1,6,1960.0,2,461,167500,True,False,False,False,True
1027,8,2007,2008,1638,1646,1646,2,7,2008.0,3,800,293077,False,True,False,False,False
1028,5,1941,1950,768,968,1376,1,6,1941.0,1,240,105000,True,False,False,False,True
1029,6,1972,1972,672,672,1218,1,7,1972.0,1,264,118000,True,False,False,False,True
1030,5,1916,1995,686,948,1928,2,10,,0,0,160000,True,True,False,False,True
1031,7,1920,1970,824,1687,3082,2,12,1970.0,2,672,197000,True,False,False,False,True
1032,8,1993,1993,1338,1352,2520,2,10,1993.0,3,796,310000,False,True,False,False,False
1033,7,2002,2002,1654,1654,1654,2,6,2002.0,3,900,230000,False,True,False,False,False
1034,5,1938,1950,920,954,954,1,5,1938.0,1,240,119750,True,True,False,False,False
1035,4,1957,1957,0,845,845,1,5,1957.0,1,290,84000,True,False,False,False,True
1036,9,2007,2008,1620,1620,1620,2,6,2008.0,3,912,315500,False,True,True,True,False
1037,8,2001,2002,1055,1055,2263,2,7,2001.0,2,905,287000,False,True,False,False,False
1038,4,1970,2008,546,798,1344,1,6,,0,0,97000,True,False,False,False,True
1039,4,1970,1970,630,630,630,1,3,1970.0,1,286,80000,True,False,False,False,True
1040,5,1957,2000,1134,1803,1803,2,8,1957.0,2,484,155000,True,False,False,False,True
1041,6,1966,2000,800,800,1632,1,7,1966.0,2,484,173000,True,False,False,False,False
1042,6,2005,2005,1306,1306,1306,2,5,2005.0,2,624,196000,False,True,False,False,False
1043,7,1990,1990,1475,1532,2329,2,10,1990.0,2,514,262280,True,True,False,False,False
1044,8,1981,1981,2524,2524,2524,2,9,1981.0,2,542,278000,False,True,False,False,False
1045,3,1955,1955,0,1733,1733,2,8,1955.0,2,452,139600,True,False,False,False,True
1046,9,2005,2006,1992,1992,2868,3,11,2005.0,3,716,556581,False,True,True,True,False
1047,5,1994,1995,990,990,990,1,5,1996.0,2,672,145000,True,True,False,False,True
1048,5,1960,2006,0,1771,1771,1,9,1960.0,2,336,115000,True,False,False,False,True
1049,4,1946,2006,0,930,930,1,6,1946.0,1,308,84900,True,False,False,False,False
1050,7,2007,2007,1302,1302,1302,2,6,2007.0,2,436,176485,False,True,False,False,False
1051,7,2007,2007,1316,1316,1316,2,6,2007.0,2,440,200141,False,True,False,False,False
1052,6,1964,1978,816,1127,1977,1,9,1964.0,2,540,165000,True,False,False,False,True
1053,5,1957,2002,1216,1526,1526,1,7,1957.0,1,364,144500,True,False,False,False,True
1054,8,2002,2002,1065,1091,1989,2,7,2002.0,2,586,255000,False,True,False,False,False
1055,6,1976,1976,1193,1523,1523,2,7,1976.0,2,478,180000,True,False,False,False,True
1056,7,2005,2005,1364,1364,1364,2,6,2005.0,2,484,185850,False,True,False,False,False
1057,7,1994,1994,973,979,1850,2,7,1994.0,2,467,248000,False,True,False,False,False
1058,9,2008,2008,1104,1130,2184,2,10,2008.0,3,836,335000,False,True,True,True,False
1059,6,1932,1950,854,1096,1991,1,7,1977.0,2,432,220000,True,False,False,False,True
1060,8,2001,2001,1338,1338,1338,2,6,2001.0,2,582,213500,False,True,False,False,False
1061,3,1935,1950,894,894,894,1,6,1994.0,3,1248,81000,False,False,False,False,True
1062,5,1900,1950,662,1422,2337,2,10,1945.0,2,560,90000,True,False,False,False,True
1063,6,1925,1980,1103,1103,1103,1,5,1976.0,2,440,110500,True,False,False,False,False
1064,5,1966,1966,1154,1154,1154,1,6,1966.0,2,480,154000,True,False,False,False,True
1065,7,1996,1997,1306,1306,2260,2,7,1996.0,2,533,328000,False,True,True,False,False
1066,6,1993,1994,799,799,1571,2,7,1993.0,2,380,178000,False,True,False,False,True
1067,6,1964,1964,780,798,1611,1,7,1964.0,2,442,167900,True,False,False,False,True
1068,6,1973,1973,942,1291,2521,2,10,1973.0,2,576,151400,True,False,False,False,True
1069,5,1949,2003,845,893,893,1,4,1985.0,2,576,135000,True,False,False,False,False
1070,5,1956,1956,1048,1048,1048,1,6,1956.0,1,286,135000,True,False,False,False,True
1071,6,1968,1968,727,829,1556,1,8,1968.0,2,441,154000,True,False,False,False,True
1072,5,1948,1950,810,1002,1456,1,7,1954.0,1,280,91500,True,False,False,False,True
1073,6,1977,1977,690,698,1426,1,6,1977.0,2,440,159500,True,False,False,False,True
1074,7,2006,2006,1240,1240,1240,2,5,2006.0,3,826,194000,False,True,False,False,False
1075,7,1940,1984,800,960,1740,1,6,1940.0,1,240,219500,True,False,False,False,True
1076,5,1936,1989,796,1096,1466,2,7,1950.0,2,566,170000,True,False,False,False,False
1077,5,1969,1969,1096,1096,1096,1,6,1969.0,1,299,138800,True,False,False,False,True
1078,6,2004,2004,848,848,848,1,3,2004.0,2,420,155900,False,True,False,False,False
1079,5,1994,1994,990,990,990,1,5,1996.0,1,299,126000,True,True,False,False,True
1080,6,1971,2004,1258,1258,1258,2,5,1971.0,2,528,145000,False,False,False,False,False
1081,5,1963,1963,1040,1040,1040,1,5,1963.0,1,308,133000,True,False,False,False,True
1082,7,2002,2002,1459,1459,1459,2,6,2002.0,2,527,192000,False,True,False,False,False
1083,6,1964,1964,1251,1251,1251,1,6,1964.0,1,461,160000,True,False,False,False,True
1084,6,1995,1996,691,691,1498,2,6,1995.0,2,409,187500,True,True,False,False,True
1085,6,1992,1992,936,996,996,1,5,1992.0,2,564,147000,True,True,False,False,False
1086,4,1973,1973,546,546,1092,1,6,1973.0,1,286,83500,True,False,False,False,True
1087,8,2005,2006,1082,1082,1953,2,9,2005.0,3,1043,252000,False,True,False,False,False
1088,7,2004,2004,970,970,1709,2,7,2004.0,2,380,137500,False,True,False,False,False
1089,8,2005,2005,1247,1247,1247,1,4,2005.0,2,550,197000,False,True,False,False,False
1090,3,1950,1950,0,1040,1040,2,6,1987.0,2,400,92900,True,False,False,False,True
1091,7,1999,2000,600,624,1252,2,4,1999.0,2,462,160000,False,True,False,False,False
1092,6,1925,1950,1181,1390,1694,2,7,1925.0,2,576,136500,True,True,False,False,True
1093,5,1965,1998,864,1200,1200,1,6,1977.0,2,884,146000,True,False,False,False,False
1094,5,1956,2000,936,936,936,1,4,1956.0,1,308,129000,True,False,False,False,True
1095,6,2006,2006,1314,1314,1314,2,6,2006.0,2,440,176432,False,True,False,False,False
1096,6,1914,2006,684,773,1355,1,7,,0,0,127000,True,True,False,False,False
1097,8,1986,1986,1074,1088,1088,1,5,1987.0,2,461,170000,False,False,False,False,False
1098,4,1936,1950,672,757,1324,1,6,1936.0,1,240,128000,True,False,False,False,True
1099,7,1978,1978,1271,1601,1601,2,7,1978.0,2,478,157000,True,False,False,False,True
1100,2,1920,1950,290,438,438,1,3,1930.0,1,246,60000,True,False,False,False,False
1101,5,1971,1971,950,950,950,1,5,1981.0,1,280,119500,True,False,False,False,True
1102,5,1960,2002,1010,1134,1134,1,6,1960.0,1,254,135000,True,False,False,False,True
1103,6,1959,1959,655,1194,1194,1,6,1954.0,2,539,159500,True,False,False,False,True
1104,5,1970,1970,630,630,1302,2,6,1970.0,2,440,106000,True,False,False,False,True
1105,8,1994,1995,1463,1500,2622,2,9,1994.0,2,712,325000,False,True,True,False,False
1106,7,1990,1991,910,1442,1442,2,6,1990.0,2,719,179900,False,True,False,False,False
1107,7,2006,2006,868,887,2021,2,9,2006.0,2,422,274725,False,True,True,False,False
1108,6,2000,2000,924,948,1690,2,7,2000.0,2,463,181000,True,True,False,False,True
1109,8,2004,2005,1836,1836,1836,2,7,2004.0,3,862,280000,False,True,True,False,False
1110,6,1995,1996,773,773,1658,2,8,1995.0,2,431,188000,True,True,False,False,True
1111,7,1976,1976,803,1098,1964,2,8,1976.0,2,483,205000,True,False,False,False,True
1112,5,1957,1957,816,816,816,1,5,1957.0,1,308,129900,True,False,False,False,True
1113,5,1953,2006,1008,1008,1008,1,6,1953.0,1,240,134500,True,False,False,False,False
1114,5,1954,2000,833,833,833,1,4,1955.0,1,326,117000,True,False,False,False,False
1115,8,2007,2007,1734,1734,1734,2,7,2007.0,3,928,318000,False,True,True,True,False
1116,8,2002,2002,408,779,1419,2,7,2002.0,2,527,184100,False,True,False,False,False
1117,5,1967,2003,894,894,894,1,5,1967.0,2,450,130000,True,False,False,False,False
1118,5,1958,1987,533,1021,1601,1,6,1958.0,1,300,140000,True,False,False,False,True
1119,5,1959,1959,1040,1040,1040,1,6,1959.0,1,286,133700,True,False,False,False,True
1120,6,1920,1950,1012,1012,1012,1,6,1920.0,1,308,118400,True,False,False,False,True
1121,7,2005,2006,1552,1552,1552,2,7,2005.0,3,782,212900,False,True,False,False,False
1122,4,1956,1956,672,960,960,1,5,1956.0,1,288,112000,True,False,False,False,True
1123,5,1947,2008,698,698,698,1,4,,0,0,118000,True,False,False,False,True
1124,7,1992,1992,384,812,1482,2,7,1992.0,2,392,163900,True,True,False,False,False
1125,4,1955,1955,1005,1005,1005,1,5,1977.0,2,672,115000,True,False,False,False,False
1126,7,2007,2007,1373,1555,1555,2,7,2007.0,3,660,174000,False,True,False,False,False
1127,7,2004,2004,1530,1530,1530,2,7,2004.0,3,630,259000,False,True,False,False,False
1128,7,2004,2005,847,847,1959,2,8,2004.0,2,434,215000,False,True,False,False,False
1129,5,1980,1980,936,936,936,1,4,1980.0,2,672,140000,True,False,False,False,True
1130,4,1928,1950,1122,1328,1981,2,7,1981.0,2,576,135000,True,False,False,False,False
1131,5,1991,1992,974,974,974,1,5,,0,0,93500,True,True,False,False,True
1132,6,1880,1950,1008,1178,2210,2,8,1930.0,1,205,117500,True,False,False,False,False
1133,8,1995,1995,1128,1142,2020,2,8,1995.0,2,466,239500,False,True,False,False,False
1134,6,1997,1997,916,916,1600,2,7,1997.0,2,460,169000,True,True,False,False,True
1135,6,1926,1950,960,986,986,1,5,1926.0,1,180,102000,True,False,False,False,True
1136,6,1950,1950,1032,1032,1252,1,6,1950.0,1,288,119000,True,False,False,False,True
1137,5,1875,1996,780,780,1020,1,6,,0,0,94000,True,False,False,False,True
1138,6,1977,1977,1567,1567,1567,2,5,1977.0,2,714,196000,True,True,False,False,False
1139,5,1920,1950,915,1167,1167,1,6,1972.0,2,495,144000,True,False,False,False,True
1140,5,1951,1951,952,952,952,1,4,1988.0,2,840,139000,True,False,False,False,True
1141,5,1976,1976,780,1088,1868,2,9,1976.0,2,484,197500,True,False,False,False,False
1142,8,2006,2007,1466,1466,2828,3,11,2006.0,3,1052,424870,False,True,True,False,False
1143,5,1959,1959,1006,1006,1006,1,5,,0,0,80000,True,False,False,False,True
1144,4,1941,1950,672,672,924,1,5,1941.0,1,280,80000,True,False,False,False,False
1145,5,1928,1950,1042,1042,1576,1,8,1928.0,1,225,149000,True,False,False,False,True
1146,6,1985,1985,1298,1298,1298,2,5,1985.0,2,403,180000,False,False,False,False,False
1147,7,1941,1950,704,860,1564,1,7,1941.0,1,234,174500,True,False,False,False,False
1148,7,1926,1950,572,572,1111,1,5,1982.0,1,288,116900,True,True,False,False,True
1149,7,1920,1988,650,832,1482,1,7,1930.0,2,324,143000,True,True,False,False,True
1150,6,1950,1950,932,932,932,1,4,1950.0,1,306,124000,True,False,False,False,False
1151,5,1959,1959,1466,1466,1466,1,6,1959.0,2,528,149900,True,False,False,False,False
1152,6,1956,2004,1073,1811,1811,1,6,1956.0,2,470,230000,True,True,False,True,False
1153,6,1930,2007,816,816,816,1,5,2002.0,1,432,120500,False,False,False,False,True
1154,7,1965,1988,864,902,1820,1,8,1965.0,2,492,201800,True,False,False,False,False
1155,5,1976,2004,1437,1437,1437,2,6,1976.0,2,528,218000,False,False,False,False,False
1156,5,1965,1999,1219,1265,1265,2,6,1965.0,2,502,179900,True,True,False,False,False
1157,7,2007,2008,1314,1314,1314,2,6,2008.0,2,626,230000,False,True,False,False,False
1158,8,2007,2008,1580,1580,1580,2,7,2008.0,3,830,235128,False,True,False,False,False
1159,6,1974,1974,901,943,1876,2,8,1974.0,2,540,185000,False,False,False,False,False
1160,6,1978,1978,855,855,1456,2,7,1978.0,2,440,146000,True,False,False,False,True
1161,6,1954,2006,1296,1640,1640,1,7,1993.0,2,924,224000,False,False,False,False,False
1162,5,1968,1968,894,894,894,1,5,1968.0,2,450,129000,True,False,False,False,True
1163,4,1969,1969,1198,1258,1258,0,6,1969.0,2,400,108959,True,False,False,False,True
1164,5,1978,1978,1360,1432,1432,1,5,1978.0,2,588,194000,True,True,False,False,False
1165,7,2009,2009,1502,1502,1502,2,7,2009.0,2,644,233170,False,True,False,False,False
1166,8,2008,2008,1694,1694,1694,2,7,2008.0,3,776,245350,False,True,False,False,False
1167,6,2000,2000,959,959,1671,2,7,2000.0,2,472,173000,True,True,False,False,True
1168,6,1935,1986,1127,1236,2108,2,7,1935.0,2,540,235000,True,False,False,False,False
1169,10,1995,1996,1930,1831,3627,3,10,1995.0,3,807,625000,False,True,True,False,False
1170,6,1977,1977,1096,1118,1118,1,6,1977.0,1,358,171000,True,False,False,False,True
1171,6,1958,1958,1261,1261,1261,1,6,1958.0,2,433,163000,True,False,False,False,True
1172,7,2006,2007,625,625,1250,2,5,2006.0,2,625,171900,False,True,False,False,False
1173,5,1946,1994,1598,1636,3086,3,12,,0,0,200500,True,False,False,True,False
1174,6,1932,1950,952,1170,2345,2,9,1932.0,2,360,239000,True,False,False,False,True
1175,8,1992,2000,1683,2129,2872,2,9,1992.0,2,541,285000,False,True,False,False,False
1176,5,1984,1985,876,923,923,1,5,1984.0,1,264,119500,True,False,False,False,True
1177,6,1926,2004,818,818,1224,1,5,1926.0,1,210,115000,True,False,False,False,True
1178,5,1921,1950,731,820,1343,1,7,1921.0,1,186,154900,True,False,False,False,True
1179,5,1954,1954,0,1124,1124,1,5,,0,0,93000,True,False,False,False,True
1180,7,1990,1991,1216,1298,2514,2,8,1990.0,2,693,250000,True,False,False,False,True
1181,8,2008,2008,1600,1652,1652,2,5,2008.0,2,482,392500,False,True,True,False,False
1182,10,1996,1996,2396,2411,4476,3,10,1996.0,3,813,745000,False,True,True,True,False
1183,5,1920,1950,1120,1130,1130,1,5,1970.0,2,720,120000,True,False,False,False,True
1184,5,1963,1963,1572,1572,1572,1,5,1963.0,3,995,186700,True,False,False,False,True
1185,5,1924,1950,784,949,1221,1,7,1965.0,1,392,104900,True,False,False,False,True
1186,3,1900,1970,978,1014,1699,2,7,1920.0,2,420,95000,True,False,False,False,True
1187,8,1994,1995,1624,1624,1624,2,5,1994.0,3,757,262000,False,True,False,False,False
1188,7,2002,2002,831,831,1660,2,7,2002.0,2,493,195000,False,True,False,False,False
1189,7,1999,1999,994,1028,1804,2,7,1999.0,2,442,189000,True,True,False,False,False
1190,4,1961,1975,1249,1622,1622,1,7,1975.0,4,1356,168000,True,False,False,False,True
1191,8,1999,2000,776,764,1441,2,5,1999.0,2,492,174000,False,True,False,False,False
1192,5,1925,1994,702,842,1472,1,6,1925.0,1,250,125000,True,True,False,False,False
1193,6,1999,1999,1224,1224,1224,2,5,1999.0,2,402,165000,True,True,True,False,True
1194,6,1969,1969,663,663,1352,1,7,1969.0,1,299,158000,True,False,False,False,True
1195,6,2005,2005,728,728,1456,2,8,2005.0,2,400,176000,True,True,False,False,False
1196,7,2006,2006,879,879,1863,2,9,2006.0,3,660,219210,False,True,False,False,False
1197,7,1916,1950,815,815,1690,1,7,1916.0,1,225,144000,True,False,False,False,True
1198,7,2001,2001,1212,1212,1212,2,6,2001.0,2,573,178000,False,True,False,False,False
1199,4,1963,1979,1051,1382,1382,1,6,1974.0,2,459,148000,True,False,False,False,True
1200,4,1970,1970,864,864,864,1,5,1972.0,1,280,116050,True,False,False,False,True
1201,7,1998,1998,866,866,1779,2,6,1998.0,2,546,197900,True,True,False,False,False
1202,5,1925,1997,884,884,1348,1,5,1960.0,1,216,117000,True,False,False,False,True
1203,7,2000,2001,1630,1630,1630,2,6,2000.0,2,451,213000,False,True,False,False,False
1204,5,1975,1975,1056,1074,1074,1,6,1975.0,2,495,153500,True,False,False,False,True
1205,7,1990,1991,2158,2196,2196,2,7,1990.0,3,701,271900,False,False,False,False,False
1206,4,1966,1966,1056,1056,1056,1,5,1966.0,1,384,107000,True,False,False,False,True
1207,6,2003,2003,1682,1700,1700,2,7,2003.0,2,544,200000,False,True,False,False,False
1208,5,1962,1980,931,1283,1283,1,6,1980.0,2,506,140000,True,False,False,False,True
1209,8,2006,2006,1660,1660,1660,2,8,2006.0,2,500,290000,False,True,True,False,False
1210,6,1992,1992,1055,1055,1845,2,8,1992.0,2,462,189000,False,True,False,False,False
1211,8,1988,2005,559,1080,1752,2,8,1988.0,2,492,164000,False,False,False,False,True
1212,4,1941,1950,672,672,672,1,4,1941.0,1,234,113000,True,False,False,False,True
1213,4,1965,2001,648,960,960,0,3,1965.0,1,364,145000,True,False,False,False,True
1214,5,1962,1962,925,999,999,1,6,1962.0,1,300,134500,True,False,False,False,True
1215,5,1966,1966,894,894,894,1,5,1966.0,1,384,125000,True,False,False,False,True
1216,6,1978,1978,0,1318,1902,2,8,1978.0,2,539,112000,True,False,False,False,True
1217,8,2009,2009,1300,1314,1314,2,6,2009.0,2,552,229456,False,True,False,False,False
1218,4,1947,1950,0,672,912,1,3,,0,0,80500,True,False,False,False,True
1219,6,1971,1971,672,672,1218,1,7,,0,0,91500,True,False,False,False,True
1220,5,1964,1964,912,912,912,1,5,1964.0,1,288,115000,True,False,False,False,True
1221,5,1968,1968,952,1211,1211,1,5,1968.0,1,322,134000,True,False,False,False,True
1222,6,1949,1950,1040,1168,1846,2,7,1949.0,1,315,143000,True,False,False,False,True
1223,5,1951,1951,2136,2136,2136,2,7,1951.0,2,528,137900,True,False,False,False,True
1224,7,2004,2005,788,788,1490,2,8,2004.0,2,388,184000,False,True,False,False,False
1225,6,1958,1958,588,1138,1138,1,6,1958.0,1,264,145000,True,False,False,False,True
1226,6,2007,2007,894,894,1933,2,9,2007.0,3,668,214000,False,True,False,False,False
1227,5,1965,2008,912,912,912,1,5,1992.0,2,576,147000,True,False,False,False,False
1228,9,2008,2008,1702,1702,1702,1,7,2008.0,3,1052,367294,False,True,True,True,False
1229,5,1960,1960,1075,1507,1507,2,7,1960.0,1,404,127000,True,False,False,False,True
1230,5,1977,1977,1361,1361,2620,2,12,1977.0,2,600,190000,True,False,False,False,True
1231,5,1962,1962,1106,1190,1190,1,6,1962.0,2,540,132500,True,False,False,False,True
1232,4,1962,1962,0,1224,1224,2,6,1962.0,2,462,101800,True,False,False,False,True
1233,5,1959,1959,1188,1188,1188,1,6,1959.0,2,531,142000,True,False,False,False,True
1234,5,1911,1950,940,1024,1964,1,7,,0,0,130000,True,True,False,False,True
1235,5,1914,1950,747,892,1784,1,9,1914.0,1,180,138887,True,False,False,False,True
1236,7,2003,2003,764,764,1626,2,6,2003.0,2,474,175500,False,True,False,False,False
1237,7,2004,2005,847,847,1948,2,8,2004.0,2,434,195000,False,True,False,False,False
1238,6,2005,2005,1141,1141,1141,1,6,2005.0,2,484,142500,False,True,False,False,True
1239,8,2006,2006,1476,1484,1484,2,6,2006.0,2,472,265900,False,True,False,True,False
1240,7,2003,2003,884,884,1768,2,8,2003.0,2,543,224900,False,True,False,False,False
1241,7,2007,2007,1689,1689,1689,2,7,2007.0,3,954,248328,False,True,False,False,False
1242,7,1974,1974,1053,1173,1173,2,6,1974.0,2,528,170000,True,False,False,False,False
1243,10,2006,2006,2076,2076,2076,2,7,2006.0,3,850,465000,False,True,True,True,False
1244,8,1929,1950,792,792,1517,1,7,1931.0,2,400,230000,True,True,False,False,False
1245,6,1984,2003,585,1140,1868,3,7,1984.0,2,477,178000,True,False,False,False,True
1246,7,2005,2006,756,756,1553,2,6,2005.0,2,615,186500,False,True,False,False,False
1247,6,1976,1976,1012,1034,1034,1,6,1976.0,3,888,169900,True,False,False,False,True
1248,6,1917,1950,735,1134,2058,1,8,1950.0,2,396,129500,True,False,False,False,True
1249,5,1950,1950,876,988,988,1,6,1950.0,1,276,119000,True,False,False,False,True
1250,7,1968,1968,2110,2110,2110,2,8,1968.0,2,522,244000,False,False,False,True,False
1251,7,2003,2003,1405,1405,1405,2,6,2003.0,2,478,171750,False,True,False,False,False
1252,5,1968,1968,864,874,874,1,5,1968.0,1,288,130000,True,False,False,False,True
1253,7,1974,2003,1192,1516,2167,2,9,1974.0,2,518,294000,False,False,False,False,False
1254,7,2003,2004,746,760,1656,2,7,2003.0,2,397,165400,False,True,False,False,False
1255,6,1931,1950,884,959,1367,1,6,1978.0,1,560,127500,True,False,False,False,True
1256,8,1994,1994,1986,1987,1987,2,7,1994.0,2,691,301500,False,True,False,False,False
